iata,airport_name,icao,city,state,country,lat,lon,lat_lon
AXJ,Amakusa,RJDA,Amakusa,,Japan,32.482498,130.158997,"32.482498,130.158997"
MMY,Miyako,ROMY,Miyako City,,Japan,24.78280067,125.2949982,"24.78280067,125.2949982"
HSG,Saga,RJFS,Saga,,Japan,33.14970016,130.302002,"33.14970016,130.302002"
IWK,Iwakuni,RJOI,Iwakuni,,Japan,34.14390183,132.2359924,"34.14390183,132.2359924"
IWJ,Masuda,RJOW,Masuda,,Japan,34.67639923,131.7899933,"34.67639923,131.7899933"
TTJ,Tottori,RJOR,Tottori,,Japan,35.53010178,134.1670074,"35.53010178,134.1670074"
ONJ,Odate/Noshiro,RJSR,Odate,,Japan,40.19189835,140.3710022,"40.19189835,140.3710022"
NTQ,Wajima,RJNW,Wajima,,Japan,37.29309845,136.9620056,"37.29309845,136.9620056"
FUJ,Fukue,RJFE,Goto,,Japan,32.66630173,128.8329926,"32.66630173,128.8329926"
TSJ,Tsushima,RJDT,Tsushima,,Japan,34.28490067,129.3309937,"34.28490067,129.3309937"
FKS,Fukushima,RJSF,Sukagawa,,Japan,37.22740173,140.4309998,"37.22740173,140.4309998"
WKJ,Wakkanai,RJCW,Wakkanai,,Japan,45.40420151,141.8009949,"45.40420151,141.8009949"
SYO,Shonai,RJSY,Shonai,,Japan,38.81219864,139.7870026,"38.81219864,139.7870026"
SHB,Nakashibetsu,RJCN,Nakashibetsu,,Japan,43.57749939,144.9600067,"43.57749939,144.9600067"
MBE,Monbetsu,RJEB,Monbetsu,,Japan,44.30390167,143.404007,"44.30390167,143.404007"
HAC,Hachijojima,RJTH,Hachijojima,,Japan,33.11500168,139.7859955,"33.11500168,139.7859955"
IKI,Iki,RJDB,Iki,,Japan,33.74900055,129.7850037,"33.74900055,129.7850037"
UEO,Kume Jima,ROKJ,Shimajiri,,Japan,26.3635006,126.7139969,"26.3635006,126.7139969"
OGN,Yonaguni,ROYN,Yaeyama,,Japan,24.46689987,122.9779968,"24.46689987,122.9779968"
KTD,Kitadaito,RORK,Shimajiri,,Japan,25.94470024,131.3269958,"25.94470024,131.3269958"
MMD,Minamidaito,ROMD,Shimajiri,,Japan,25.8465004,131.2630005,"25.8465004,131.2630005"
TRA,Tarama,RORT,Miyako,,Japan,24.65390015,124.6750031,"24.65390015,124.6750031"
SHI,Shimojishima,RORS,Miyakojima,,Japan,24.82670021,125.1449966,"24.82670021,125.1449966"
JER,Jersey,EGJJ,Saint Helier,,Jersey,49.207901,-2.195509911,"49.207901,-2.195509911"
AMM,Amman Queen Alia International Apt,OJAI,Amman,,Jordan,31.72260094,35.99319839,"31.72260094,35.99319839"
AQJ,Aqaba,OJAQ,Aqaba,,Jordan,29.61160088,35.01810074,"29.61160088,35.01810074"
TSE,Astana (KZ),,Astana,,Kazakhstan,51.0231,71.4669,"51.0231,71.4669"
ALA,Almaty,UAAA,Almaty,,Kazakhstan,43.35210037,77.04049683,"43.35210037,77.04049683"
SCO,Aktau,UATE,Aktau,,Kazakhstan,43.86009979,51.09199905,"43.86009979,51.09199905"
CIT,Shymkent,UAII,Shymkent,,Kazakhstan,42.36420059,69.47889709,"42.36420059,69.47889709"
AKX,Aktobe,UATT,Aktyubinsk,,Kazakhstan,50.24580002,57.20669937,"50.24580002,57.20669937"
GUW,Atyrau,UATG,Atyrau,,Kazakhstan,47.12189865,51.82139969,"47.12189865,51.82139969"
KZO,Kyzylorda,UAOO,Kzyl Orda,,Kazakhstan,44.70690155,65.59249878,"44.70690155,65.59249878"
UKK,Ust-Kamenogorsk,UASK,Ust Kamenogorsk,,Kazakhstan,50.03659821,82.49420166,"50.03659821,82.49420166"
KGF,Karaganda,UAKK,Karaganda,,Kazakhstan,49.67079926,73.33439636,"49.67079926,73.33439636"
PWQ,Pavlodar,UASP,Pavlodar,,Kazakhstan,52.19499969,77.07389832,"52.19499969,77.07389832"
URA,Uralsk,UARR,Uralsk,,Kazakhstan,51.1507988,51.54309845,"51.1507988,51.54309845"
KSN,Kostanay,UAUU,Kostanay,,Kazakhstan,53.20690155,63.5503006,"53.20690155,63.5503006"
PLX,Semey,UASS,Semey,,Kazakhstan,50.35129929,80.23439789,"50.35129929,80.23439789"
DZN,Zhezkazgan,UAKD,Zhezkazgan,,Kazakhstan,47.70830154,67.73329926,"47.70830154,67.73329926"
PPK,Petropavlovsk (KZ),UACP,Petropavlosk,,Kazakhstan,54.77470016,69.18389893,"54.77470016,69.18389893"
DMB,Taraz,UADD,Taraz,,Kazakhstan,42.85359955,71.3035965,"42.85359955,71.3035965"
TDK,Taldykorgan,UAAT,Taldy Kurgan,,Kazakhstan,45.12620163,78.4469986,"45.12620163,78.4469986"
USJ,Usharal,UAAL,Usharal,,Kazakhstan,46.19027804,80.83138913,"46.19027804,80.83138913"
KOV,Kokshetau,UACK,Kokshetau,,Kazakhstan,53.32910156,69.59459686,"53.32910156,69.59459686"
BXH,Balhash,UAAH,Balkhash,,Kazakhstan,46.8932991,75.00499725,"46.8932991,75.00499725"
SZI,Zaysan,UASE,East Kazakhstan,,Kazakhstan,47.487491,84.887675,"47.487491,84.887675"
UZR,Urdzhar,UZR,East Kazakhstan,,Kazakhstan,47.09115,81.66521,"47.09115,81.66521"
NQZ,Nur-Sultan (KZ),UACC,Astana,,Kazakhstan,51.02220154,71.46690369,"51.02220154,71.46690369"
HSA,Turkistan,UAIT,Turkistan,,Kazakhstan,43.306667,68.550167,"43.306667,68.550167"
BXY,Baykonur,UAOL,Toretam,Bayqongyr Qalasy,Kazakhstan,45.623611,63.213889,"45.623611,63.213889"
EDL,Eldoret,HKEL,Eldoret,,Kenya,0.404457986,35.23889923,"0.404457986,35.23889923"
MYD,Malindi,HKML,Malindi,,Kenya,-3.229310036,40.10169983,"-3.229310036,40.10169983"
NBO,Nairobi Jomo Kenyatta International Apt,HKJK,Nairobi,,Kenya,-1.319239974,36.92779922,"-1.319239974,36.92779922"
LAU,Lamu,HKLU,Lamu,,Kenya,-2.252419949,40.9131012,"-2.252419949,40.9131012"
MBA,Mombasa,HKMO,Mombasa,,Kenya,-4.034830093,39.59420013,"-4.034830093,39.59420013"
KIS,Kisumu,HKKI,Kisumu,,Kenya,-0.086139001,34.72890091,"-0.086139001,34.72890091"
UKA,Ukunda,HKUK,Ukunda,,Kenya,-4.293330193,39.57109833,"-4.293330193,39.57109833"
WIL,Nairobi Wilson Apt,HKNW,Nairobi,,Kenya,-1.321720004,36.81480026,"-1.321720004,36.81480026"
MRE,Masai Mara (KE) 00,HKMS,Masai Mara,,Kenya,-1.406111002,35.00805664,"-1.406111002,35.00805664"
WJR,Wajir,HKWJ,Wajir,,Kenya,1.733240008,40.09159851,"1.733240008,40.09159851"
VPG,Vipingo,KE-0069,Vipingo Estate,,Kenya,-3.806666667,39.79738889,"-3.806666667,39.79738889"
KTL,Kitale,HKKT,Kitale,,Kenya,0.971988976,34.95859909,"0.971988976,34.95859909"
LOK,Lodwar,HKLO,Lodwar,,Kenya,3.121969938,35.6086998,"3.121969938,35.6086998"
UAS,Samburu,HKSB,Samburu South,,Kenya,0.530583024,37.53419495,"0.530583024,37.53419495"
JJM,Meru-Kinna,HKMK,Meru Kinna,,Kenya,0.165083006,38.19514084,"0.165083006,38.19514084"
NYK,Nanyuki,HKNY,Nanyuki,,Kenya,-0.062398899,37.041008,"-0.062398899,37.041008"
OLG,Maasai Mara (KE) 00,,Bomet,Bomet,Kenya,-1.324397,35.247367,"-1.324397,35.247367"
KTJ,Masai Mara (KE) 00,HKTB,Narok,,Kenya,-1.263508,35.027596,"-1.263508,35.027596"
HKR,Maasai Mara (KE) 00,HKMF,Keroka,Nyamira District,Kenya,-1.145556,35.124722,"-1.145556,35.124722"
OSJ,Maasai Mara (KE) 00,,Narok,,Kenya,-1.38599,35.3927,"-1.38599,35.3927"
ASV,Amboseli,HKAM,Amboseli National Park,,Kenya,-2.645050049,37.25310135,"-2.645050049,37.25310135"
KEU,Masai Mara (KE) 00,,Kelly Bar,,Kenya,-1.5858,35.2595,"-1.5858,35.2595"
OLX,Masai Mara (KE) 00,HKOK,Maasai Mara,Narok County,Kenya,-1.40869498,35.10991287,"-1.40869498,35.10991287"
GGM,Kakamega,HKKG,Kakamega,,Kenya,0.271342009,34.78730011,"0.271342009,34.78730011"
NDE,Mandera,HKMA,Mandera,,Kenya,3.933000088,41.84999847,"3.933000088,41.84999847"
LKG,Lokichogio,HKLK,Lokichoggio,,Kenya,4.204120159,34.34820175,"4.204120159,34.34820175"
AAK,Aranuka,NGUK,Buariki,,Kiribati,0.185277998,173.6369934,"0.185277998,173.6369934"
TRW,Tarawa,NGTA,Tarawa,,Kiribati,1.381639957,173.1470032,"1.381639957,173.1470032"
TBF,Tabiteuea North,NGTE,North Tabiteuea,,Kiribati,-1.224470019,174.776001,"-1.224470019,174.776001"
BBG,Butaritari,NGTU,Butaritari Atoll,,Kiribati,3.085829973,172.8110046,"3.085829973,172.8110046"
AEA,Abemama,NGTB,Abemama Atoll,,Kiribati,0.490833014,173.8289948,"0.490833014,173.8289948"
MTK,Makin,NGMN,Makin Island,,Kiribati,3.374439955,172.9920044,"3.374439955,172.9920044"
KUC,Kuria,NGKT,Kuria,,Kiribati,0.218611002,173.4420013,"0.218611002,173.4420013"
OOT,Onotoa,NGON,Onotoa,,Kiribati,-1.796110034,175.526001,"-1.796110034,175.526001"
CXI,Kiritimati (KI),PLCH,Banana,,Kiribati,1.98616004,-157.3500061,"1.98616004,-157.3500061"
MZK,Marakei,NGMK,Marakei,,Kiribati,2.058609963,173.2709961,"2.058609963,173.2709961"
MNK,Maiana,NGMA,Maiana,,Kiribati,1.003610015,173.0310059,"1.003610015,173.0310059"
ABF,Abaiang,NGAB,Abaiang,,Kiribati,1.798609972,173.0410004,"1.798609972,173.0410004"
BEZ,Beru,NGBR,Beru,,Kiribati,-1.354719997,176.0070038,"-1.354719997,176.0070038"
NIG,Nikunau,NGNU,Nikunau,,Kiribati,-1.314440012,176.4100037,"-1.314440012,176.4100037"
NON,Nonouti,NGTO,Nonouti,,Kiribati,-0.63972199,174.4279938,"-0.63972199,174.4279938"
TMN,Tamana,NGTM,Tamana Island,,Kiribati,-2.485830069,175.9700012,"-2.485830069,175.9700012"
TSU,Tabiteuea South,NGTS,Tabiteuea South,,Kiribati,-1.474439979,175.0639954,"-1.474439979,175.0639954"
AIS,Arorae,NGTR,Arorae Island,,Kiribati,-2.616110086,176.8029938,"-2.616110086,176.8029938"
ICN,Seoul Incheon International Airport,RKSI,Seoul,,Korea,37.46910095,126.4509964,"37.46910095,126.4509964"
KWJ,Gwangju,RKJJ,Gwangju,,Korea,35.12639999,126.8089981,"35.12639999,126.8089981"
CJU,Jeju International,RKPC,Jeju City,,Korea,33.51129913,126.4929962,"33.51129913,126.4929962"
GMP,Seoul Gimpo International Airport,RKSS,Seoul,,Korea,37.55830002,126.7910004,"37.55830002,126.7910004"
PUS,Busan,RKPK,Busan,,Korea,35.17950058,128.9380035,"35.17950058,128.9380035"
TAE,Daegu,RKTN,Daegu,,Korea,35.89410019,128.6589966,"35.89410019,128.6589966"
CJJ,Cheongju,RKTU,Cheongju,,Korea,36.71659851,127.4990005,"36.71659851,127.4990005"
USN,Ulsan,RKPU,Ulsan,,Korea,35.59349823,129.352005,"35.59349823,129.352005"
FNJ,Pyongyang,ZKPY,Pyongyang,,Korea,39.22409821,125.6699982,"39.22409821,125.6699982"
HIN,Jinju,RKPS,Sacheon,,Korea,35.08850098,128.0700073,"35.08850098,128.0700073"
KUV,Gunsan (KR),RKJK,Kunsan,,Korea,35.90380096,126.6159973,"35.90380096,126.6159973"
RSU,Yeosu/Suncheon,RKJY,Yeosu,,Korea,34.84230042,127.6169968,"34.84230042,127.6169968"
KPO,Pohang,RKTH,Pohang,,Korea,35.98789978,129.4199982,"35.98789978,129.4199982"
WJU,Won-ju,RKNW,Wonju,,Korea,37.43809891,127.9599991,"37.43809891,127.9599991"
YNY,Yangyang,RKNY,Sokcho Gangneung,,Korea,38.06129837,128.6690063,"38.06129837,128.6690063"
PRN,Pristina,LYPR,Prishtina,,Kosovo,42.57279968,21.03580093,"42.57279968,21.03580093"
KWI,Kuwait,OKBK,Kuwait City,,Kuwait,29.22660065,47.96889877,"29.22660065,47.96889877"
FRU,Bishkek,UCFM,Bishkek,,Kyrgyzstan,43.06129837,74.4776001,"43.06129837,74.4776001"
OSS,Osh,UCFO,Osh,,Kyrgyzstan,40.60900116,72.79329681,"40.60900116,72.79329681"
IKU,Tamchy,UCFL,Tamchy,,Kyrgyzstan,42.5882988,76.71330261,"42.5882988,76.71330261"
VTE,Vientiane,VLVT,Vientiane,,Laos,17.98830032,102.5630035,"17.98830032,102.5630035"
LPQ,Luang Prabang,VLLB,Luang Phabang,,Laos,19.89730072,102.1610031,"19.89730072,102.1610031"
XKH,Phonsavan,VLXK,Xieng Khouang,,Laos,19.45000076,103.1579971,"19.45000076,103.1579971"
ODY,Muang Xay,VLOS,Oudomsay,,Laos,20.6826992,101.9940033,"20.6826992,101.9940033"
PKZ,Pakse,VLPS,Pakse,,Laos,15.13210011,105.7809982,"15.13210011,105.7809982"
LXG,Luang Namtha,VLLN,Luang Namtha,,Laos,20.96699905,101.4000015,"20.96699905,101.4000015"
HOE,Houeisay,,Ban Houeisai,Bokeo Province,Laos,20.258,100.437,"20.258,100.437"
PCQ,Phongsaly,PCQ,Phongsaly,,Laos,21.6475,101.9,"21.6475,101.9"
NEU,Sam Neua,VLSN,Xam Neua District,,Laos,20.41839981,104.0670013,"20.41839981,104.0670013"
ZVK,Savannakhet,VLSK,Savannakhet,,Laos,16.55660057,104.7600021,"16.55660057,104.7600021"
RIX,Riga,EVRA,Riga,,Latvia,56.92359924,23.97109985,"56.92359924,23.97109985"
LPX,Liepaya,EVLA,Liepaja,,Latvia,56.51750183,21.09690094,"56.51750183,21.09690094"
BEY,Beirut,OLBA,Beirut,,Lebanon,33.82089996,35.48839951,"33.82089996,35.48839951"
MSU,Maseru,FXMM,Maseru,,Lesotho,-29.46229935,27.55249977,"-29.46229935,27.55249977"
ROB,Monrovia Roberts International Apt,GLRB,Monrovia,,Liberia,6.233789921,-10.36229992,"6.233789921,-10.36229992"
BEN,Benghazi,HLLB,Benghazi,,Libya,32.09680176,20.26950073,"32.09680176,20.26950073"
MJI,Tripoli Mitiga,HLLM,Tripoli,,Libya,32.89410019,13.27600002,"32.89410019,13.27600002"
AKF,Kufra,HLKF,Kufra,,Libya,24.17869949,23.31399918,"24.17869949,23.31399918"
MRA,Misurata,LY-MRA,LY.58,,Libya,32.32500076,15.06099987,"32.32500076,15.06099987"
ZIS,Zintan,HLZN,Zintan,,Libya,31.774878,12.25006,"31.774878,12.25006"
SEB,Sebha,HLLS,Sabha,,Libya,26.98699951,14.47249985,"26.98699951,14.47249985"
TOB,Tobruk,HLGN,Tobruk,,Libya,31.86100006,23.90699959,"31.86100006,23.90699959"
TIP,Tripoli,HLLT,Tripoli,,Libya,32.66350174,13.1590004,"32.66350174,13.1590004"
LAQ,Beida,HLLQ,Al Bayda,,Libya,32.7887001,21.96430016,"32.7887001,21.96430016"
VNO,Vilnius,EYVI,Vilnius,,Lithuania,54.63410187,25.28580093,"54.63410187,25.28580093"
PLQ,Klaipeda/Palanga,EYPA,Palanga,,Lithuania,55.97320175,21.09390068,"55.97320175,21.09390068"
KUN,Kaunas,EYKA,Kaunas,,Lithuania,54.96390152,24.08480072,"54.96390152,24.08480072"
LUX,Luxembourg,ELLX,Luxembourg,,Luxembourg,49.62659836,6.211520195,"49.62659836,6.211520195"
NOS,Nosy-Be,FMNN,Nosy Be,,Madagascar,-13.31210041,48.31480026,"-13.31210041,48.31480026"
TNR,Antananarivo,FMMI,Antananarivo,,Madagascar,-18.7968998,47.47880173,"-18.7968998,47.47880173"
SMS,Ste Marie,FMMS,District de Nosy Boraha,,Madagascar,-17.09390068,49.81579971,"-17.09390068,49.81579971"
DIE,Antsiranana,FMNA,Antsiranana,,Madagascar,-12.34939957,49.29169846,"-12.34939957,49.29169846"
TMM,Toamasina,FMMT,Atsinanana,,Madagascar,-18.10950089,49.39250183,"-18.10950089,49.39250183"
MJN,Mahajanga,FMNM,Province de Mahajanga,,Madagascar,-15.66684174,46.35123253,"-15.66684174,46.35123253"
TLE,Toliara,FMST,Province de Toliara,,Madagascar,-23.38339996,43.72850037,"-23.38339996,43.72850037"
FTU,Tolanaro,FMSD,Tolanaro,,Madagascar,-25.03809929,46.95610046,"-25.03809929,46.95610046"
SVB,Sambava,FMNS,Sava,,Madagascar,-14.27859974,50.17470169,"-14.27859974,50.17470169"
MOQ,Morondava,FMMV,Province de Toliara,,Madagascar,-20.28470039,44.31760025,"-20.28470039,44.31760025"
WMN,Maroantsetra,FMNR,Analanjirofo,,Madagascar,-15.43669987,49.68830109,"-15.43669987,49.68830109"
WAM,Ambatondrazaka,FMMZ,Ambatondrazaka,,Madagascar,-17.79537761,48.44258308,"-17.79537761,48.44258308"
BLZ,Blantyre,FWCL,Blantyre,,Malawi,-15.67910004,34.97399902,"-15.67910004,34.97399902"
LLW,Lilongwe,FWKI,Lilongwe,,Malawi,-13.7894001,33.78099823,"-13.7894001,33.78099823"
LIX,Likoma Island,FWLK,Likoma Island,,Malawi,-12.08300018,34.73300171,"-12.08300018,34.73300171"
ZZU,Mzuzu,FWUU,Mzuzu,,Malawi,-11.44470024,34.01179886,"-11.44470024,34.01179886"
KUL,Kuala Lumpur International Airport,WMKK,Kuala Lumpur,,Malaysia,2.745579958,101.7099991,"2.745579958,101.7099991"
PEN,Penang,WMKP,Penang,,Malaysia,5.297140122,100.2770004,"5.297140122,100.2770004"
BKI,Kota Kinabalu,WBKK,Kota Kinabalu,,Malaysia,5.937210083,116.0510025,"5.937210083,116.0510025"
KCH,Kuching,WBGG,Kuching,,Malaysia,1.484699965,110.3470001,"1.484699965,110.3470001"
MYY,Miri,WBGR,Miri,,Malaysia,4.32201004,113.9869995,"4.32201004,113.9869995"
JHB,Johor Bahru,WMKJ,Senai,,Malaysia,1.641309977,103.6699982,"1.641309977,103.6699982"
LBU,Labuan,WBKL,Labuan,,Malaysia,5.300680161,115.25,"5.300680161,115.25"
BTU,Bintulu,WBGB,Bintulu,,Malaysia,3.123850107,113.0199966,"3.123850107,113.0199966"
TGG,Kuala Terengganu,WMKN,Kuala Terengganu,,Malaysia,5.382639885,103.1029968,"5.382639885,103.1029968"
TWU,Tawau,WBKW,Tawau,,Malaysia,4.320159912,118.1279984,"4.320159912,118.1279984"
LGK,Langkawi,WMKL,Langkawi,,Malaysia,6.329730034,99.72869873,"6.329730034,99.72869873"
SBW,Sibu,WBGS,Sibu,,Malaysia,2.261600018,111.9850006,"2.261600018,111.9850006"
AOR,Alor Setar,WMKA,Alor Satar,,Malaysia,6.189670086,100.3980026,"6.189670086,100.3980026"
IPH,Ipoh,WMKI,Ipoh,,Malaysia,4.567969799,101.0920029,"4.567969799,101.0920029"
KUA,Kuantan,WMKD,Kuantan,,Malaysia,3.77538991,103.2089996,"3.77538991,103.2089996"
KBR,Kota Bharu,WMKC,Kota Baharu,,Malaysia,6.16685009,102.2929993,"6.16685009,102.2929993"
SDK,Sandakan,WBKS,Sandakan,,Malaysia,5.900899887,118.0589981,"5.900899887,118.0589981"
SZB,Kuala Lumpur Sultan Abdul Aziz Shah Apt,WMSA,Subang,,Malaysia,3.130579948,101.5490036,"3.130579948,101.5490036"
LMN,Limbang,WBGJ,Limbang,,Malaysia,4.808300018,115.0100021,"4.808300018,115.0100021"
MKM,Mukah,WBGK,Mukah,,Malaysia,2.906389952,112.0800018,"2.906389952,112.0800018"
MUR,Marudi,WBGM,Marudi,,Malaysia,4.178979874,114.3290024,"4.178979874,114.3290024"
TGC,Tanjung Manis,WBGT,Tanjung Manis,,Malaysia,2.177839994,111.2020035,"2.177839994,111.2020035"
MZV,Mulu,WBMU,Mulu,,Malaysia,4.04832983,114.8050003,"4.04832983,114.8050003"
BBN,Bario,WBGZ,Bario,,Malaysia,3.733890057,115.4789963,"3.733890057,115.4789963"
LWY,Lawas,WBGW,Lawas,,Malaysia,4.849170208,115.4079971,"4.849170208,115.4079971"
LBP,Long Banga,MY-LBP,Sarawak,,Malaysia,3.202,115.4018,"3.202,115.4018"
LGL,Long Lellang,WBGF,Long Datih,,Malaysia,3.421000004,115.1539993,"3.421000004,115.1539993"
LDU,Lahad Datu,WBKD,Lahad Datu,,Malaysia,5.032249928,118.3239975,"5.032249928,118.3239975"
ODN,Long Seridan,WBGI,Long Seridan,,Malaysia,3.967000008,115.0500031,"3.967000008,115.0500031"
MKZ,Malacca,WMKM,Malacca,,Malaysia,2.263360024,102.2519989,"2.263360024,102.2519989"
KTE,Kerteh,WMKE,Kerteh,,Malaysia,4.537220001,103.427002,"4.537220001,103.427002"
LKH,Long Akah,WBGL,Long Akah,,Malaysia,3.299999952,114.7829971,"3.299999952,114.7829971"
BKM,Bakelalan,WBGQ,Bakalalan,,Malaysia,3.973999977,115.6179962,"3.973999977,115.6179962"
KUD,Kudat,WBKT,Kudat,,Malaysia,6.922500134,116.8359985,"6.922500134,116.8359985"
LLM,Lomlom,MY-LLM,Long Lama,,Malaysia,3.766669989,114.4666672,"3.766669989,114.4666672"
RDN,Redang Island,WMPR,Redang,,Malaysia,5.76527977,103.0070038,"5.76527977,103.0070038"
PKG,Pangkor,WMPA,Pangkor Island,,Malaysia,4.244719982,100.5530014,"4.244719982,100.5530014"
TOD,Tioman Island,WMBT,Pulau Tioman,,Malaysia,2.818180084,104.1600037,"2.818180084,104.1600037"
GAN,Gan Island,VRMG,Gan,,Maldives,-0.69334197,73.1556015,"-0.69334197,73.1556015"
FVM,Fuvahmulak Island,VRMF,Fuvahmulah Island,,Maldives,-0.309722222,73.435,"-0.309722222,73.435"
RUL,Maavarulu,,Gaafu Dhaalu,,Maldives,0.337555,73.5101,"0.337555,73.5101"
KDM,Kaadedhdhoo Island,VRMT,Huvadhu Atoll,,Maldives,0.488130987,72.99690247,"0.488130987,72.99690247"
GKK,Kooddoo Island,VRMO,Huvadhu Atoll,,Maldives,0.7324,73.4336,"0.7324,73.4336"
KDO,Kadhdhoo Island,VRMK,Kadhdhoo,,Maldives,1.85916996,73.52189636,"1.85916996,73.52189636"
TMF,Thimarafushi,VRNT,South Central,,Maldives,2.211,73.1533,"2.211,73.1533"
DDD,Kudahuvadhoo,VRMU,Kudahuvadhoo,Dhaalu Atholhu,Maldives,2.66648215,72.8861168,"2.66648215,72.8861168"
VAM,Maamigili Island,VRMV,Maamigili,,Maldives,3.470555556,72.83583333,"3.470555556,72.83583333"
MLE,Male,VRMM,Male,,Maldives,4.191830158,73.52909851,"4.191830158,73.52909851"
FMT,Male,VRMM,Male,,Maldives,4.191830158,73.52909851,"4.191830158,73.52909851"
DRV,Dharavandhoo Island,VRMD,Baa Atoll,,Maldives,5.1561,73.1302,"5.1561,73.1302"
LMV,Naifaru,,Madivaru,,Maldives,5.457984698,73.3703801,"5.457984698,73.3703801"
IFU,Ifuru,VREI,Ifuru,,Maldives,5.7083,73.025,"5.7083,73.025"
NMF,Maafaru International Airport,VRDA,Manadhoo,Noonu Atoll,Maldives,5.8188779,73.46999477,"5.8188779,73.46999477"
FND,Funadhoo,,Funadhoo,Shaviyani Atoll,Maldives,6.161111,73.287222,"6.161111,73.287222"
HDK,Kulhudhuffushi,,Kulhudhuffushi,,Maldives,6.62616,73.0671,"6.62616,73.0671"
HAQ,Hanimaadhoo Island,VRMH,Haa Dhaalu Atoll,,Maldives,6.744229794,73.17050171,"6.744229794,73.17050171"
BKO,Bamako,GABS,Senou,,Mali,12.53349972,-7.949940205,"12.53349972,-7.949940205"
KYS,Kayes,GAKY,Kayes Cercle,,Mali,14.48120022,-11.40439987,"14.48120022,-11.40439987"
MZI,Mopti,GAMB,Mopti Cercle,,Mali,14.51280022,-4.079559803,"14.51280022,-4.079559803"
TOM,Tombouctou,GATB,Timbuktu,,Mali,16.73049927,-3.007580042,"16.73049927,-3.007580042"
GAQ,Gao,GAGO,Gao,,Mali,16.24839973,-0.005456,"16.24839973,-0.005456"
MLA,Malta (MT),LMML,Luqa,,Malta,35.857498,14.4775,"35.857498,14.4775"
MJE,Majkin,MH-MJE,Majkin,,Marshall Islands,7.76291,168.26576,"7.76291,168.26576"
JEJ,Jeh Island,MH-JEJ,Ailinglapalap Atoll,,Marshall Islands,7.565350056,168.9620056,"7.565350056,168.9620056"
MAJ,Majuro,ENSR,Majuro Atoll,,Marshall Islands,7.064972222,171.2720278,"7.064972222,171.2720278"
NDK,Namdrik Island,MH-NDK,Namorik Atoll,,Marshall Islands,5.631669998,168.125,"5.631669998,168.125"
KIO,Kili Island,Q51,Kili Island,,Marshall Islands,5.644515,169.119507,"5.644515,169.119507"
KWA,Kwajalein Island,MRGF,Kwajalein,,Marshall Islands,8.720125222,167.7316523,"8.720125222,167.7316523"
AIP,Adampur,,Ailinglapalap Island,Ailinglaplap Atoll,Marshall Islands,7.267,168.817,"7.267,168.817"
LML,Lae Island,MH-LML,Lae Island,,Marshall Islands,8.921110153,166.2649994,"8.921110153,166.2649994"
AIC,Airok,AIP,Bigatyelang Island,,Marshall Islands,7.279422,168.8257,"7.279422,168.8257"
WTO,Wotho Island,MH-WTO,Wotho Island,,Marshall Islands,10.17329979,166.003006,"10.17329979,166.003006"
UJE,Ujae Island,UJAP,Ujae Atoll,,Marshall Islands,8.928059578,165.7619934,"8.928059578,165.7619934"
WJA,Woja Island,MH-WJA,Woja,,Marshall Islands,7.450833333,168.55,"7.450833333,168.55"
KBT,Kaben Island,MH-KBT,Kaben,,Marshall Islands,8.900560379,170.8439941,"8.900560379,170.8439941"
AIM,Ailuk Island,MH-AIM,Ailuk Island,,Marshall Islands,10.21679974,169.9830017,"10.21679974,169.9830017"
MAV,Maloelap Atoll,MH-MAV,Maloelap Island,,Marshall Islands,8.704440117,171.2299957,"8.704440117,171.2299957"
UTK,Utirik Island,03N,Utirik Island,,Marshall Islands,11.222,169.852005,"11.222,169.852005"
MJB,Mejit Island,MH-MJB,Mejit Atoll,,Marshall Islands,10.283302,170.869,"10.283302,170.869"
AUL,Aur Island,MH-AUL,Aur Atoll,,Marshall Islands,8.145279884,171.1730042,"8.145279884,171.1730042"
BII,Bikini Atoll,MH-BII,Bikini Atoll,,Marshall Islands,11.52250004,165.5650024,"11.52250004,165.5650024"
ENT,Enewetak Island,PKMA,Eniwetok Atoll,,Marshall Islands,11.34070015,162.3280029,"11.34070015,162.3280029"
EAL,Elenak,EAL,Kwajalein Atoll,,Marshall Islands,9.319305556,166.8477778,"9.319305556,166.8477778"
RNP,Rongelap Island,MH-RNP,Rongelap Island,,Marshall Islands,11.15719986,166.8869934,"11.15719986,166.8869934"
EBO,Ebon Island,EBO,Ebon Atoll,,Marshall Islands,4.5982,168.752,"4.5982,168.752"
EJT,Enejet Island,EJT,Enejit Island,,Marshall Islands,6.0404,171.9846,"6.0404,171.9846"
WTE,Wotje Island,MH-WTE,Wotje Atoll,,Marshall Islands,9.458333,170.238611,"9.458333,170.238611"
LIK,Likiep Island,MH-LIK,Likiep Island,,Marshall Islands,9.82316,169.307999,"9.82316,169.307999"
FDF,Fort de France,TFFF,Fort de France,,Martinique,14.5909996,-61.00320053,"14.5909996,-61.00320053"
NKC,Nouakchott,GQNN,Nouakchott,,Mauritania,18.09819984,-15.94849968,"18.09819984,-15.94849968"
NDB,Nouadhibou,GQPP,Nouadhibou,,Mauritania,20.93309975,-17.03000069,"20.93309975,-17.03000069"
OUZ,Zouerate,GQPZ,Zouerate,,Mauritania,22.75639915,-12.48359966,"22.75639915,-12.48359966"
EMN,Nema,GQNI,Nema,,Mauritania,16.62199974,-7.316599846,"16.62199974,-7.316599846"
